Open,High,Low,Close,Volume,Dividends,Stock Splits
25777.19921875,25834.75,25769.55078125,25797.849609375,0,0.0,0.0
25798.150390625,25816.400390625,25779.900390625,25800.150390625,0,0.0,0.0
25800.650390625,25809.849609375,25754.150390625,25776.55078125,0,0.0,0.0
25777.400390625,25786.400390625,25713.0,25715.55078125,0,0.0,0.0
25715.75,25736.25,25711.400390625,25731.900390625,0,0.0,0.0
25694.099609375,25761.5,25645.94921875,25712.349609375,0,0.0,0.0
25711.849609375,25773.30078125,25695.349609375,25753.900390625,0,0.0,0.0
25753.94921875,25760.900390625,25700.599609375,25702.69921875,0,0.0,0.0
25703.099609375,25759.80078125,25697.0,25752.099609375,0,0.0,0.0
25752.0,25780.349609375,25726.94921875,25770.80078125,0,0.0,0.0
25771.099609375,25802.5,25736.55078125,25765.94921875,0,0.0,0.0
25765.599609375,25785.900390625,25761.75,25774.30078125,0,0.0,0.0
25744.75,25785.69921875,25685.400390625,25698.19921875,0,0.0,0.0
25698.55078125,25720.55078125,25674.05078125,25684.69921875,0,0.0,0.0
25684.69921875,25692.05078125,25649.099609375,25680.5,0,0.0,0.0
25680.5,25690.400390625,25654.0,25658.55078125,0,0.0,0.0
25660.349609375,25683.05078125,25607.5,25616.5,0,0.0,0.0
25617.05078125,25634.650390625,25585.150390625,25601.25,0,0.0,0.0
25600.0,25602.94921875,25579.44921875,25585.349609375,0,0.0,0.0
25604.05078125,25678.150390625,25542.44921875,25542.75,0,0.0,0.0
25542.900390625,25575.25,25520.75,25560.5,0,0.0,0.0
25560.69921875,25574.400390625,25525.0,25546.650390625,0,0.0,0.0
25546.650390625,25616.849609375,25530.55078125,25583.599609375,0,0.0,0.0
25584.19921875,25603.099609375,25516.0,25552.94921875,0,0.0,0.0
25552.25,25564.599609375,25491.75,25500.599609375,0,0.0,0.0
25500.349609375,25521.44921875,25498.69921875,25519.94921875,0,0.0,0.0
25433.80078125,25438.5,25318.650390625,25343.25,0,0.0,0.0
25343.94921875,25413.80078125,25338.19921875,25409.94921875,0,0.0,0.0
25410.55078125,25471.05078125,25405.150390625,25454.19921875,0,0.0,0.0
25454.849609375,25502.349609375,25447.05078125,25486.30078125,0,0.0,0.0
25487.5,25550.80078125,25456.599609375,25474.400390625,0,0.0,0.0
25474.0,25540.5,25469.30078125,25486.849609375,0,0.0,0.0
25486.599609375,25516.099609375,25485.75,25510.80078125,0,0.0,0.0
25515.80078125,25595.5,25515.30078125,25576.0,0,0.0,0.0
25575.900390625,25631.80078125,25575.19921875,25629.900390625,0,0.0,0.0
25629.099609375,25651.44921875,25618.75,25624.30078125,0,0.0,0.0
25623.099609375,25653.19921875,25620.30078125,25630.25,0,0.0,0.0
25630.75,25642.94921875,25579.5,25618.900390625,0,0.0,0.0
25620.19921875,25649.44921875,25562.099609375,25565.44921875,0,0.0,0.0
25565.05078125,25579.05078125,25563.55078125,25574.25,0,0.0,0.0
25616.150390625,25634.400390625,25487.5,25501.94921875,0,0.0,0.0
25502.30078125,25512.30078125,25450.849609375,25478.44921875,0,0.0,0.0
25478.55078125,25556.44921875,25463.19921875,25538.30078125,0,0.0,0.0
25538.19921875,25590.55078125,25534.30078125,25588.349609375,0,0.0,0.0
25587.849609375,25672.5,25586.80078125,25647.19921875,0,0.0,0.0
25646.400390625,25702.150390625,25645.150390625,25694.900390625,0,0.0,0.0
25695.30078125,25713.80078125,25686.94921875,25705.55078125,0,0.0,0.0
25822.599609375,25863.849609375,25781.25,25839.849609375,0,0.0,0.0
25839.75,25884.19921875,25829.94921875,25881.900390625,0,0.0,0.0
25882.599609375,25907.599609375,25878.5,25888.75,0,0.0,0.0
25887.900390625,25926.75,25887.150390625,25923.25,0,0.0,0.0
25922.94921875,25934.0,25878.099609375,25893.30078125,0,0.0,0.0
25893.19921875,25908.5,25869.599609375,25884.400390625,0,0.0,0.0
25884.349609375,25885.0,25853.55078125,25874.0,0,0.0,0.0
25902.44921875,25902.44921875,25809.0,25898.5,0,0.0,0.0
25898.55078125,25975.75,25892.44921875,25963.349609375,0,0.0,0.0
25963.400390625,25984.75,25958.05078125,25980.099609375,0,0.0,0.0
25980.5,25989.400390625,25936.849609375,25977.94921875,0,0.0,0.0
25978.55078125,26010.0,25871.099609375,25894.44921875,0,0.0,0.0
25894.0,25939.94921875,25866.099609375,25878.55078125,0,0.0,0.0
25878.19921875,25903.099609375,25868.44921875,25884.099609375,0,0.0,0.0
25776.849609375,25878.94921875,25765.0,25780.05078125,0,0.0,0.0
25779.69921875,25864.05078125,25751.849609375,25855.25,0,0.0,0.0
25854.75,25863.099609375,25786.150390625,25826.400390625,0,0.0,0.0
25824.75,25839.25,25781.75,25799.599609375,0,0.0,0.0
25799.0,25820.19921875,25741.69921875,25774.400390625,0,0.0,0.0
25772.849609375,25939.650390625,25757.150390625,25930.19921875,0,0.0,0.0
25930.94921875,25936.80078125,25906.30078125,25916.80078125,0,0.0,0.0
25940.599609375,25979.5,25906.599609375,25949.30078125,0,0.0,0.0
25949.44921875,25971.349609375,25924.75,25946.19921875,0,0.0,0.0
25946.80078125,25973.80078125,25915.099609375,25967.650390625,0,0.0,0.0
25968.5,25996.19921875,25962.69921875,25980.94921875,0,0.0,0.0
25980.349609375,26022.94921875,25965.650390625,26010.5,0,0.0,0.0
26011.19921875,26014.94921875,25977.19921875,26012.400390625,0,0.0,0.0
26013.150390625,26023.650390625,26009.349609375,26014.30078125,0,0.0,0.0
26023.599609375,26023.599609375,25882.30078125,25895.849609375,0,0.0,0.0
25895.25,25936.19921875,25877.25,25933.900390625,0,0.0,0.0
25932.599609375,25983.19921875,25924.19921875,25962.5,0,0.0,0.0
25962.5,25965.19921875,25927.599609375,25953.5,0,0.0,0.0
25952.94921875,25997.150390625,25952.94921875,25988.69921875,0,0.0,0.0
25988.44921875,25994.94921875,25897.349609375,25897.75,0,0.0,0.0
25896.94921875,25909.05078125,25876.75,25894.69921875,0,0.0,0.0
25929.849609375,25954.5,25856.69921875,25952.099609375,0,0.0,0.0
25952.30078125,25978.900390625,25925.599609375,25927.0,0,0.0,0.0
25927.19921875,25999.75,25917.80078125,25993.30078125,0,0.0,0.0
25993.5,26038.599609375,25993.5,26027.900390625,0,0.0,0.0
26029.0,26034.0,25987.30078125,26033.0,0,0.0,0.0
26033.099609375,26074.55078125,26032.55078125,26059.099609375,0,0.0,0.0
26059.25,26059.650390625,26041.150390625,26052.69921875,0,0.0,0.0
26128.69921875,26128.69921875,26064.05078125,26099.650390625,0,0.0,0.0
26100.69921875,26144.849609375,26097.400390625,26133.099609375,0,0.0,0.0
26133.400390625,26152.599609375,26125.849609375,26146.05078125,0,0.0,0.0
26146.150390625,26184.69921875,26135.349609375,26177.80078125,0,0.0,0.0
26177.099609375,26227.80078125,26172.900390625,26224.650390625,0,0.0,0.0
26224.25,26246.19921875,26169.599609375,26203.19921875,0,0.0,0.0
26204.599609375,26205.25,26187.30078125,26197.400390625,0,0.0,0.0
26121.19921875,26173.69921875,26082.05078125,26087.400390625,0,0.0,0.0
26088.0,26110.55078125,26055.94921875,26106.69921875,0,0.0,0.0
26107.19921875,26126.349609375,26070.94921875,26123.900390625,0,0.0,0.0
26124.55078125,26179.099609375,26122.55078125,26135.55078125,0,0.0,0.0
26136.400390625,26148.69921875,26099.349609375,26147.150390625,0,0.0,0.0
26146.75,26161.69921875,26064.05078125,26069.349609375,0,0.0,0.0
26070.150390625,26080.400390625,26052.80078125,26063.94921875,0,0.0,0.0
26128.30078125,26134.19921875,26064.69921875,26128.5,0,0.0,0.0
26129.05078125,26142.5,26094.400390625,26098.099609375,0,0.0,0.0
26098.400390625,26130.94921875,26063.400390625,26069.099609375,0,0.0,0.0
26068.650390625,26093.30078125,26047.0,26080.599609375,0,0.0,0.0
26081.80078125,26096.05078125,26035.099609375,26057.150390625,0,0.0,0.0
26054.650390625,26060.05078125,25952.55078125,25954.400390625,0,0.0,0.0
25954.55078125,25960.650390625,25913.0,25943.349609375,0,0.0,0.0
25997.599609375,26025.25,25924.55078125,26018.599609375,0,0.0,0.0
26019.349609375,26024.0,25927.150390625,25945.19921875,0,0.0,0.0
25945.25,25994.75,25942.349609375,25981.400390625,0,0.0,0.0
25981.599609375,26009.30078125,25954.349609375,25990.25,0,0.0,0.0
25990.0,26028.55078125,25983.349609375,26020.25,0,0.0,0.0
26020.599609375,26032.099609375,25869.75,25886.0,0,0.0,0.0
25886.05078125,25886.05078125,25858.400390625,25860.30078125,0,0.0,0.0
25842.94921875,26098.19921875,25842.94921875,26084.5,0,0.0,0.0
26084.25,26130.5,26061.900390625,26116.5,0,0.0,0.0
26116.75,26161.19921875,26115.900390625,26156.849609375,0,0.0,0.0
26156.94921875,26195.25,26147.25,26188.900390625,0,0.0,0.0
26188.55078125,26211.94921875,26151.900390625,26197.349609375,0,0.0,0.0
26197.599609375,26214.80078125,26159.05078125,26212.599609375,0,0.0,0.0
26213.5,26213.5,26196.599609375,26202.69921875,0,0.0,0.0
26261.25,26304.150390625,26210.849609375,26283.0,0,0.0,0.0
26282.69921875,26310.05078125,26265.650390625,26297.650390625,0,0.0,0.0
26297.650390625,26302.349609375,26228.650390625,26243.94921875,0,0.0,0.0
26244.0,26256.94921875,26175.80078125,26178.30078125,0,0.0,0.0
26177.25,26197.25,26142.150390625,26180.94921875,0,0.0,0.0
26180.5,26228.19921875,26172.30078125,26213.150390625,0,0.0,0.0
26212.650390625,26234.19921875,26207.599609375,26220.80078125,0,0.0,0.0
26246.900390625,26267.19921875,26172.900390625,26240.400390625,0,0.0,0.0
26240.650390625,26280.19921875,26218.80078125,26266.5,0,0.0,0.0
26266.900390625,26273.25,26232.599609375,26240.75,0,0.0,0.0
26239.349609375,26240.55078125,26204.0,26217.900390625,0,0.0,0.0
26217.44921875,26234.900390625,26194.0,26200.75,0,0.0,0.0
26200.94921875,26222.44921875,26194.900390625,26197.55078125,0,0.0,0.0
26197.44921875,26213.650390625,26191.900390625,26204.55078125,0,0.0,0.0
26319.900390625,26319.900390625,26263.94921875,26284.94921875,0,0.0,0.0
26283.650390625,26289.55078125,26224.55078125,26242.400390625,0,0.0,0.0
26242.599609375,26261.900390625,26168.900390625,26175.650390625,0,0.0,0.0
26175.900390625,26188.55078125,26149.849609375,26186.94921875,0,0.0,0.0
26187.05078125,26228.94921875,26164.650390625,26213.849609375,0,0.0,0.0
26214.55078125,26217.599609375,26124.80078125,26179.5,0,0.0,0.0
26179.650390625,26185.05078125,26166.94921875,26175.94921875,0,0.0,0.0
26096.05078125,26154.599609375,26055.650390625,26058.69921875,0,0.0,0.0
26058.900390625,26100.5,26047.099609375,26080.75,0,0.0,0.0
26080.55078125,26085.30078125,26041.05078125,26051.55078125,0,0.0,0.0
26051.75,26085.099609375,26032.05078125,26035.80078125,0,0.0,0.0
26035.400390625,26061.650390625,26028.849609375,26045.05078125,0,0.0,0.0
26045.599609375,26046.75,25999.099609375,26036.75,0,0.0,0.0
26036.400390625,26060.30078125,26027.80078125,26057.0,0,0.0,0.0
